NO_OF_FRAMES	3638
NO_OF_CAMERAS	20
NO_OF_BODIES	1
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2021-01-29, 17:27:17.359	4079.31885170
DATA_INCLUDED	6D
BODY_NAMES	Tiago_Base
BODY_FILTERS	No filter
Frame	Time	Tiago_Base X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
990	9.89000	579.07668	78.97333	287.79264	0.00462	0.32540	-154.88177	0.23998	-0.90542	-0.42449	0.00511	0.42448	-0.90543	-0.00248	0.00568	-0.00008	0.99998	
991	9.90000	578.61970	79.92716	287.82875	0.00583	0.32680	-155.05502	0.24343	-0.90670	-0.42175	0.00513	0.42174	-0.90671	-0.00250	0.00570	-0.00010	0.99998	
992	9.91000	578.15755	80.89239	287.83168	0.00417	0.32653	-155.23334	0.24502	-0.90801	-0.41892	0.00514	0.41892	-0.90802	-0.00245	0.00570	-0.00007	0.99998	
993	9.92000	577.69446	81.87145	287.83221	0.00146	0.32874	-155.40683	0.25524	-0.90927	-0.41617	0.00521	0.41617	-0.90929	-0.00241	0.00574	-0.00003	0.99998	
994	9.93000	577.26004	82.83879	287.81856	0.00303	0.32289	-155.59131	0.26897	-0.91061	-0.41324	0.00511	0.41324	-0.91062	-0.00238	0.00564	-0.00005	0.99998	
995	9.94000	576.80520	83.82068	287.84259	0.00194	0.32246	-155.76593	0.24632	-0.91186	-0.41047	0.00512	0.41046	-0.91188	-0.00234	0.00563	-0.00003	0.99998	
996	9.95000	576.38302	84.78147	287.84641	0.01294	0.31931	-155.94380	0.25160	-0.91313	-0.40763	0.00500	0.40763	-0.91315	-0.00248	0.00557	-0.00023	0.99998	
997	9.96000	575.88962	85.73839	287.86024	0.00859	0.32906	-156.11905	0.26834	-0.91437	-0.40484	0.00519	0.40483	-0.91439	-0.00246	0.00574	-0.00015	0.99998	
998	9.97000	575.50427	86.68169	287.83579	0.00091	0.32571	-156.29663	0.26717	-0.91562	-0.40200	0.00520	0.40200	-0.91564	-0.00230	0.00568	-0.00002	0.99998	
999	9.98000	575.12653	87.63221	287.83490	0.00530	0.31149	-156.46811	0.25588	-0.91682	-0.39926	0.00495	0.39925	-0.91684	-0.00226	0.00544	-0.00009	0.99999	
1000	9.99000	574.64854	88.56092	287.86827	0.00636	0.31553	-156.64049	0.27235	-0.91802	-0.39650	0.00501	0.39649	-0.91803	-0.00229	0.00551	-0.00011	0.99998	
1001	10.00000	574.24319	89.49974	287.85242	0.01276	0.32382	-156.81505	0.26654	-0.91922	-0.39370	0.00511	0.39369	-0.91924	-0.00243	0.00565	-0.00022	0.99998	
1002	10.01000	573.83814	90.40405	287.83856	-0.02382	0.34377	-156.99493	0.37217	-0.92045	-0.39081	0.00569	0.39081	-0.92047	-0.00196	0.00600	0.00042	0.99998	
1003	10.02000	573.42915	91.34329	287.85065	-0.01815	0.34392	-157.16364	0.34838	-0.92160	-0.38810	0.00565	0.38809	-0.92162	-0.00204	0.00600	0.00032	0.99998	
1004	10.03000	573.03622	92.27059	287.83789	-0.01528	0.34927	-157.32115	0.36286	-0.92266	-0.38556	0.00573	0.38556	-0.92268	-0.00210	0.00610	0.00027	0.99998	
1005	10.04000	572.66909	93.20548	287.83382	-0.01542	0.34995	-157.48189	0.36564	-0.92374	-0.38297	0.00575	0.38297	-0.92376	-0.00209	0.00611	0.00027	0.99998	
1006	10.05000	572.28097	94.15720	287.83804	-0.01310	0.34186	-157.65181	0.37145	-0.92487	-0.38023	0.00561	0.38023	-0.92489	-0.00206	0.00597	0.00023	0.99998	
1007	10.06000	571.89608	95.08182	287.83701	-0.01469	0.34577	-157.82607	0.38015	-0.92603	-0.37742	0.00569	0.37741	-0.92604	-0.00204	0.00603	0.00026	0.99998	
1008	10.07000	571.51510	95.98296	287.84459	-0.00732	0.35238	-157.98401	0.36360	-0.92706	-0.37486	0.00575	0.37486	-0.92708	-0.00219	0.00615	0.00013	0.99998	
1009	10.08000	571.13711	96.91670	287.83505	-0.00798	0.35816	-158.15105	0.37384	-0.92815	-0.37216	0.00585	0.37215	-0.92817	-0.00220	0.00625	0.00014	0.99998	
1010	10.09000	570.79578	97.79191	287.85238	-0.01575	0.36022	-158.31589	0.37075	-0.92922	-0.36949	0.00594	0.36948	-0.92924	-0.00207	0.00629	0.00027	0.99998	
1011	10.10000	570.42695	98.57867	287.95043	-0.07877	0.37922	-158.50383	0.36944	-0.93042	-0.36643	0.00666	0.36643	-0.93044	-0.00115	0.00662	0.00137	0.99998	
1012	10.11000	570.07829	99.48027	287.94147	-0.07084	0.38182	-158.66219	0.36981	-0.93143	-0.36386	0.00666	0.36386	-0.93145	-0.00127	0.00666	0.00124	0.99998	
1013	10.12000	569.69878	100.40814	287.96017	-0.07892	0.39278	-158.83759	0.38659	-0.93254	-0.36100	0.00689	0.36100	-0.93256	-0.00119	0.00686	0.00138	0.99998	
1014	10.13000	569.36342	101.30004	287.95432	-0.07746	0.38908	-159.00687	0.38219	-0.93360	-0.35825	0.00682	0.35825	-0.93363	-0.00117	0.00679	0.00135	0.99998	
1015	10.14000	569.00488	102.21057	287.95087	-0.06984	0.39896	-159.17471	0.38920	-0.93465	-0.35551	0.00694	0.35551	-0.93467	-0.00134	0.00696	0.00122	0.99998	
1016	10.15000	568.66022	103.14801	287.94133	-0.06406	0.39515	-159.34590	0.37807	-0.93570	-0.35272	0.00685	0.35272	-0.93573	-0.00139	0.00690	0.00112	0.99998	
1017	10.16000	568.31866	104.05901	287.97443	-0.05259	0.39988	-159.50636	0.38142	-0.93669	-0.35010	0.00686	0.35009	-0.93671	-0.00158	0.00698	0.00092	0.99998	
1018	10.17000	567.96929	104.99522	287.97025	-0.04818	0.39979	-159.67380	0.38478	-0.93771	-0.34736	0.00684	0.34736	-0.93773	-0.00164	0.00698	0.00084	0.99998	
1019	10.18000	567.61846	105.94640	287.96694	-0.04969	0.39483	-159.84479	0.36804	-0.93874	-0.34456	0.00677	0.34456	-0.93876	-0.00156	0.00689	0.00087	0.99998	
1020	10.19000	567.26150	106.88800	287.96080	-0.04802	0.38802	-160.01132	0.39125	-0.93974	-0.34183	0.00665	0.34183	-0.93976	-0.00153	0.00677	0.00084	0.99998	
1021	10.20000	566.89509	107.83893	287.95067	-0.03075	0.38043	-160.17821	0.35206	-0.94073	-0.33909	0.00643	0.33909	-0.94075	-0.00175	0.00664	0.00054	0.99998	
1022	10.21000	566.45524	108.81539	287.96651	-0.01813	0.38247	-160.35020	0.33157	-0.94174	-0.33627	0.00639	0.33626	-0.94177	-0.00195	0.00668	0.00032	0.99998	
1023	10.22000	566.12639	109.72136	288.03191	-0.03907	0.37229	-160.52188	0.34059	-0.94275	-0.33344	0.00635	0.33344	-0.94277	-0.00152	0.00650	0.00068	0.99998	
1024	10.23000	565.75276	110.71697	288.03343	-0.03151	0.36353	-160.69502	0.32958	-0.94375	-0.33059	0.00617	0.33059	-0.94377	-0.00158	0.00634	0.00055	0.99998	
1025	10.24000	565.42408	111.72445	288.05449	-0.02776	0.36034	-160.86879	0.33698	-0.94475	-0.32773	0.00610	0.32773	-0.94477	-0.00160	0.00629	0.00048	0.99998	
1026	10.25000	565.06384	112.70887	288.05966	-0.02847	0.36332	-161.04797	0.33977	-0.94577	-0.32477	0.00616	0.32477	-0.94579	-0.00159	0.00634	0.00050	0.99998	
1027	10.26000	564.73240	113.70327	288.07025	-0.02024	0.37020	-161.23370	0.33254	-0.94682	-0.32171	0.00623	0.32170	-0.94684	-0.00174	0.00646	0.00035	0.99998	
1028	10.27000	564.40898	114.70079	288.05630	-0.01100	0.36740	-161.41821	0.31363	-0.94785	-0.31866	0.00614	0.31865	-0.94787	-0.00186	0.00641	0.00019	0.99998	
1029	10.28000	564.09552	115.72265	288.05919	-0.01530	0.37420	-161.59451	0.34830	-0.94883	-0.31574	0.00628	0.31573	-0.94885	-0.00181	0.00653	0.00027	0.99998	
1030	10.29000	563.75271	116.73623	288.06785	-0.01651	0.37684	-161.77472	0.33585	-0.94981	-0.31275	0.00634	0.31275	-0.94983	-0.00178	0.00658	0.00029	0.99998	
1031	10.30000	563.43282	117.75217	288.07035	-0.00705	0.37964	-161.95822	0.33011	-0.95081	-0.30971	0.00634	0.30970	-0.95083	-0.00194	0.00663	0.00012	0.99998	
1032	10.31000	563.12440	118.74594	288.03998	-0.01124	0.38606	-162.13309	0.34343	-0.95175	-0.30681	0.00647	0.30680	-0.95177	-0.00188	0.00674	0.00020	0.99998	
1033	10.32000	562.83240	119.77091	288.07046	-0.00397	0.38976	-162.30472	0.32459	-0.95266	-0.30395	0.00650	0.30395	-0.95269	-0.00200	0.00680	0.00007	0.99998	
1034	10.33000	562.52534	120.75799	288.10662	-0.01973	0.40115	-162.47878	0.33262	-0.95358	-0.30106	0.00678	0.30105	-0.95361	-0.00178	0.00700	0.00034	0.99998	
1035	10.34000	562.23403	121.74728	288.11044	-0.01720	0.40388	-162.64833	0.32130	-0.95447	-0.29823	0.00682	0.29823	-0.95449	-0.00182	0.00705	0.00030	0.99998	
1036	10.35000	561.93957	122.74114	288.07010	0.00059	0.40516	-162.82504	0.34383	-0.95538	-0.29529	0.00675	0.29528	-0.95541	-0.00210	0.00707	-0.00001	0.99998	
1037	10.36000	561.65511	123.71243	288.09444	-0.01824	0.41341	-163.00056	0.33840	-0.95628	-0.29236	0.00699	0.29235	-0.95631	-0.00180	0.00722	0.00032	0.99997	
1038	10.37000	561.35358	124.73086	288.13502	-0.01396	0.41019	-163.17168	0.31598	-0.95715	-0.28950	0.00692	0.28950	-0.95718	-0.00184	0.00716	0.00024	0.99997	
1039	10.38000	561.06103	125.71268	288.12905	-0.00328	0.40417	-163.34271	0.30467	-0.95801	-0.28665	0.00677	0.28664	-0.95804	-0.00197	0.00705	0.00006	0.99998	
1040	10.39000	560.73287	126.71699	288.12973	0.00741	0.39652	-163.50848	0.31017	-0.95884	-0.28387	0.00660	0.28387	-0.95886	-0.00209	0.00692	-0.00013	0.99998	
1041	10.40000	560.44620	127.70342	288.14150	0.00600	0.39343	-163.68214	0.30442	-0.95970	-0.28097	0.00656	0.28096	-0.95972	-0.00203	0.00687	-0.00010	0.99998	
1042	10.41000	560.16231	128.70674	288.15172	0.00452	0.38670	-163.86092	0.30953	-0.96057	-0.27797	0.00646	0.27796	-0.96059	-0.00195	0.00675	-0.00008	0.99998	
1043	10.42000	559.86317	129.69675	288.14775	0.00589	0.39652	-164.03052	0.31460	-0.96139	-0.27513	0.00663	0.27512	-0.96141	-0.00200	0.00692	-0.00010	0.99998	
1044	10.43000	559.65663	130.68971	288.10224	0.02015	0.38942	-164.21489	0.26693	-0.96227	-0.27203	0.00644	0.27202	-0.96229	-0.00219	0.00680	-0.00035	0.99998	
1045	10.44000	559.33671	131.69574	288.12216	0.02394	0.38812	-164.38538	0.28363	-0.96307	-0.26917	0.00641	0.26916	-0.96309	-0.00223	0.00677	-0.00042	0.99998	
1046	10.45000	559.07931	132.62046	288.15526	0.01958	0.37696	-164.55835	0.29168	-0.96388	-0.26626	0.00625	0.26625	-0.96390	-0.00208	0.00658	-0.00034	0.99998	
1047	10.46000	558.80503	133.64069	288.13408	0.02852	0.37666	-164.74536	0.29963	-0.96475	-0.26311	0.00621	0.26310	-0.96477	-0.00221	0.00657	-0.00050	0.99998	
1048	10.47000	558.50605	134.63165	288.13323	0.04339	0.38074	-164.92018	0.28722	-0.96554	-0.26017	0.00622	0.26016	-0.96556	-0.00246	0.00665	-0.00076	0.99998	
1049	10.48000	558.21241	135.66814	288.12827	0.04451	0.38034	-165.09749	0.28907	-0.96634	-0.25718	0.00622	0.25717	-0.96636	-0.00246	0.00664	-0.00078	0.99998	
1050	10.49000	557.98183	136.64887	288.13512	0.04735	0.37707	-165.27487	0.28934	-0.96714	-0.25419	0.00615	0.25418	-0.96715	-0.00247	0.00658	-0.00083	0.99998	
1051	10.50000	557.67992	137.69103	288.10391	0.05076	0.37545	-165.45667	0.29937	-0.96794	-0.25112	0.00612	0.25111	-0.96796	-0.00250	0.00655	-0.00089	0.99998	
1052	10.51000	557.41950	138.69617	288.10494	0.05534	0.37463	-165.62648	0.29854	-0.96868	-0.24825	0.00609	0.24824	-0.96870	-0.00256	0.00654	-0.00097	0.99998	
1053	10.52000	557.18471	139.70076	288.11116	0.06343	0.36765	-165.80139	0.29244	-0.96943	-0.24529	0.00595	0.24528	-0.96945	-0.00265	0.00642	-0.00111	0.99998	
1054	10.53000	556.93579	140.73077	288.10294	0.06676	0.36904	-165.97621	0.29820	-0.97018	-0.24233	0.00597	0.24232	-0.97019	-0.00269	0.00644	-0.00117	0.99998	
1055	10.54000	556.67422	141.77756	288.08705	0.06598	0.37449	-166.15341	0.29412	-0.97092	-0.23933	0.00607	0.23932	-0.97094	-0.00268	0.00654	-0.00115	0.99998	
1056	10.55000	556.45121	142.79334	288.05509	0.07164	0.37518	-166.32875	0.31747	-0.97165	-0.23636	0.00607	0.23635	-0.97167	-0.00276	0.00655	-0.00125	0.99998	
1057	10.56000	556.17734	143.84389	288.05958	0.07441	0.37144	-166.50633	0.29830	-0.97238	-0.23335	0.00600	0.23333	-0.97239	-0.00278	0.00648	-0.00130	0.99998	
1058	10.57000	555.89610	144.87037	288.06664	0.07261	0.37307	-166.69269	0.30461	-0.97313	-0.23018	0.00604	0.23017	-0.97315	-0.00273	0.00651	-0.00127	0.99998	
1059	10.58000	555.64608	145.89939	288.07516	0.07616	0.36312	-166.86716	0.29950	-0.97383	-0.22722	0.00587	0.22721	-0.97384	-0.00273	0.00634	-0.00133	0.99998	
1060	10.59000	555.36921	146.92388	288.05607	0.07869	0.35347	-167.04922	0.30335	-0.97454	-0.22412	0.00570	0.22411	-0.97456	-0.00272	0.00617	-0.00137	0.99998	
1061	10.60000	555.11102	147.96636	288.03801	0.09161	0.33914	-167.22949	0.28770	-0.97525	-0.22106	0.00542	0.22104	-0.97526	-0.00287	0.00592	-0.00160	0.99998	
1062	10.61000	554.86750	148.98777	288.04681	0.09349	0.34575	-167.39580	0.27172	-0.97588	-0.21822	0.00553	0.21821	-0.97590	-0.00291	0.00603	-0.00163	0.99998	
1063	10.62000	554.64271	150.02206	288.03170	0.09520	0.33640	-167.57957	0.26671	-0.97658	-0.21509	0.00538	0.21508	-0.97659	-0.00289	0.00587	-0.00166	0.99998	
1064	10.63000	554.40057	151.03323	288.05259	0.10496	0.33305	-167.74855	0.27251	-0.97721	-0.21221	0.00529	0.21220	-0.97722	-0.00302	0.00581	-0.00183	0.99998	
1065	10.64000	554.15005	152.07397	288.04266	0.10254	0.34390	-167.92758	0.26761	-0.97787	-0.20916	0.00550	0.20914	-0.97788	-0.00301	0.00600	-0.00179	0.99998	
1066	10.65000	553.94390	153.05415	288.02037	0.10279	0.34394	-168.10637	0.26160	-0.97851	-0.20611	0.00550	0.20609	-0.97853	-0.00299	0.00600	-0.00179	0.99998	
1067	10.66000	553.71206	154.14372	288.04356	0.11904	0.34581	-168.29845	0.25359	-0.97920	-0.20283	0.00549	0.20281	-0.97921	-0.00326	0.00604	-0.00208	0.99998	
1068	10.67000	553.50210	155.14274	288.00373	0.12279	0.33477	-168.46362	0.24918	-0.97978	-0.20000	0.00530	0.19999	-0.97979	-0.00327	0.00584	-0.00214	0.99998	
1069	10.68000	553.24085	156.13442	288.02991	0.13484	0.33443	-168.62961	0.21976	-0.98036	-0.19716	0.00526	0.19715	-0.98037	-0.00346	0.00584	-0.00235	0.99998	
1070	10.69000	553.01881	157.12614	288.07666	0.13995	0.32811	-168.81068	0.28595	-0.98098	-0.19406	0.00514	0.19405	-0.98099	-0.00351	0.00573	-0.00244	0.99998	
1071	10.70000	552.83154	158.09861	288.05254	0.13614	0.33569	-168.97125	0.27248	-0.98151	-0.19131	0.00530	0.19130	-0.98153	-0.00345	0.00586	-0.00238	0.99998	
1072	10.71000	552.60741	159.08598	288.04366	0.13537	0.33733	-169.13805	0.28583	-0.98207	-0.18846	0.00534	0.18844	-0.98208	-0.00343	0.00589	-0.00236	0.99998	
1073	10.72000	552.40606	160.08762	288.04832	0.14366	0.33319	-169.29280	0.27470	-0.98257	-0.18580	0.00525	0.18579	-0.98258	-0.00354	0.00582	-0.00251	0.99998	
1074	10.73000	552.25152	161.00960	288.03993	0.13660	0.33373	-169.45819	0.27722	-0.98311	-0.18297	0.00529	0.18295	-0.98312	-0.00341	0.00582	-0.00238	0.99998	
1075	10.74000	552.09405	161.96930	287.99789	0.12423	0.34558	-169.63429	0.29532	-0.98366	-0.17994	0.00554	0.17993	-0.98367	-0.00322	0.00603	-0.00217	0.99998	
1076	10.75000	551.93379	162.91433	287.99102	0.12332	0.34593	-169.80005	0.28001	-0.98418	-0.17710	0.00556	0.17708	-0.98419	-0.00319	0.00604	-0.00215	0.99998	
1077	10.76000	551.78720	163.88148	287.98779	0.13407	0.34569	-169.97307	0.26288	-0.98471	-0.17412	0.00553	0.17411	-0.98472	-0.00335	0.00603	-0.00234	0.99998	
1078	10.77000	551.60793	164.77618	288.00182	0.13782	0.35051	-170.13962	0.26643	-0.98521	-0.17126	0.00562	0.17124	-0.98522	-0.00342	0.00612	-0.00241	0.99998	
1079	10.78000	551.47348	165.73214	288.02139	0.13724	0.35086	-170.30458	0.24970	-0.98570	-0.16842	0.00563	0.16841	-0.98571	-0.00339	0.00612	-0.00240	0.99998	
1080	10.79000	551.29397	166.67755	288.03904	0.13256	0.36117	-170.47224	0.26632	-0.98619	-0.16554	0.00583	0.16552	-0.98620	-0.00333	0.00630	-0.00231	0.99998	
1081	10.80000	551.14288	167.62767	288.01088	0.14535	0.36081	-170.63934	0.26369	-0.98666	-0.16266	0.00580	0.16265	-0.98668	-0.00353	0.00630	-0.00254	0.99998	
1082	10.81000	550.99228	168.53492	288.04421	0.16018	0.35893	-170.79460	0.27069	-0.98710	-0.15999	0.00574	0.15997	-0.98711	-0.00376	0.00626	-0.00280	0.99998	
1083	10.82000	550.84738	169.49084	288.06302	0.16502	0.35517	-170.95706	0.28503	-0.98755	-0.15719	0.00567	0.15717	-0.98756	-0.00382	0.00620	-0.00288	0.99998	
1084	10.83000	550.72749	170.41986	288.06692	0.16960	0.36335	-171.12312	0.29170	-0.98800	-0.15433	0.00581	0.15431	-0.98801	-0.00390	0.00634	-0.00296	0.99998	
1085	10.84000	550.59560	171.36490	288.06993	0.16589	0.37446	-171.28357	0.30121	-0.98843	-0.15156	0.00602	0.15154	-0.98844	-0.00385	0.00654	-0.00290	0.99997	
1086	10.85000	550.47511	172.30111	288.08064	0.17688	0.37504	-171.44449	0.30167	-0.98885	-0.14879	0.00601	0.14876	-0.98886	-0.00403	0.00655	-0.00309	0.99997	
1087	10.86000	550.36208	173.24261	288.09530	0.18797	0.36938	-171.61679	0.28943	-0.98929	-0.14581	0.00590	0.14579	-0.98931	-0.00419	0.00645	-0.00328	0.99997	
1088	10.87000	550.21752	174.21024	288.10336	0.18729	0.36704	-171.78566	0.29643	-0.98972	-0.14290	0.00587	0.14287	-0.98973	-0.00415	0.00641	-0.00327	0.99997	
1089	10.88000	550.08920	175.14903	288.06579	0.18583	0.36755	-171.94266	0.27132	-0.99011	-0.14018	0.00590	0.14016	-0.99012	-0.00411	0.00641	-0.00324	0.99997	
1090	10.89000	549.96894	176.13929	288.06387	0.20093	0.35801	-172.10727	0.28954	-0.99051	-0.13734	0.00571	0.13732	-0.99052	-0.00433	0.00625	-0.00351	0.99997	
1091	10.90000	549.82354	177.11814	288.06821	0.20931	0.35063	-172.27206	0.28270	-0.99090	-0.13449	0.00557	0.13447	-0.99091	-0.00444	0.00612	-0.00365	0.99997	
1092	10.91000	549.61911	178.10849	288.10308	0.20492	0.35764	-172.46820	0.28529	-0.99135	-0.13110	0.00572	0.13107	-0.99136	-0.00436	0.00624	-0.00358	0.99997	
1093	10.92000	549.53035	179.09214	288.08455	0.20340	0.34974	-172.63243	0.30199	-0.99173	-0.12825	0.00560	0.12823	-0.99173	-0.00430	0.00610	-0.00355	0.99998	
1094	10.93000	549.36525	180.11495	288.06633	0.20811	0.35560	-172.79613	0.28705	-0.99209	-0.12542	0.00570	0.12540	-0.99210	-0.00438	0.00621	-0.00363	0.99997	
1095	10.94000	549.19361	181.10038	288.07050	0.21307	0.35080	-172.96980	0.28471	-0.99246	-0.12241	0.00562	0.12239	-0.99247	-0.00444	0.00612	-0.00372	0.99997	
1096	10.95000	549.05966	182.12742	288.05441	0.21948	0.34475	-173.15762	0.29316	-0.99286	-0.11916	0.00552	0.11914	-0.99287	-0.00452	0.00602	-0.00383	0.99997	
1097	10.96000	548.91000	183.14341	288.06974	0.22164	0.33430	-173.33382	0.30573	-0.99322	-0.11611	0.00535	0.11608	-0.99323	-0.00452	0.00583	-0.00387	0.99998	
1098	10.97000	548.80356	184.17122	288.06731	0.22351	0.32470	-173.51700	0.29269	-0.99359	-0.11293	0.00519	0.11291	-0.99360	-0.00452	0.00567	-0.00390	0.99998	
1099	10.98000	548.64954	185.20655	288.07178	0.23371	0.31855	-173.69505	0.30921	-0.99394	-0.10984	0.00508	0.10982	-0.99394	-0.00466	0.00556	-0.00408	0.99998	
1100	10.99000	548.48905	186.22232	288.06415	0.23601	0.31897	-173.87573	0.32413	-0.99428	-0.10671	0.00510	0.10668	-0.99428	-0.00469	0.00557	-0.00412	0.99998	
1101	11.00000	548.36799	187.25978	288.07340	0.24073	0.32452	-174.05978	0.33745	-0.99461	-0.10351	0.00520	0.10349	-0.99462	-0.00477	0.00566	-0.00420	0.99998	
1102	11.01000	548.24233	188.29816	288.06681	0.23829	0.31842	-174.22853	0.31863	-0.99492	-0.10058	0.00511	0.10056	-0.99492	-0.00470	0.00556	-0.00416	0.99998	
1103	11.02000	548.12736	189.33764	288.06905	0.24146	0.31836	-174.40601	0.33827	-0.99522	-0.09750	0.00512	0.09748	-0.99523	-0.00474	0.00556	-0.00421	0.99998	
1104	11.03000	548.00685	190.37019	288.06364	0.24113	0.32166	-174.58826	0.35633	-0.99553	-0.09434	0.00519	0.09431	-0.99553	-0.00472	0.00561	-0.00421	0.99998	
1105	11.04000	547.90047	191.41705	288.05631	0.25000	0.31463	-174.76198	0.37811	-0.99581	-0.09132	0.00507	0.09129	-0.99581	-0.00485	0.00549	-0.00436	0.99998	
1106	11.05000	547.79872	192.49857	288.04206	0.24842	0.32033	-174.94067	0.35445	-0.99609	-0.08821	0.00519	0.08819	-0.99609	-0.00481	0.00559	-0.00434	0.99997	
1107	11.06000	547.71582	193.53465	288.04387	0.24096	0.31584	-175.11086	0.33755	-0.99635	-0.08525	0.00513	0.08523	-0.99635	-0.00466	0.00551	-0.00421	0.99998	
1108	11.07000	547.63552	194.56116	288.01856	0.23001	0.31150	-175.29190	0.33990	-0.99661	-0.08210	0.00509	0.08208	-0.99662	-0.00445	0.00544	-0.00401	0.99998	
1109	11.08000	547.52904	195.60146	288.01432	0.23266	0.31799	-175.46803	0.34516	-0.99686	-0.07904	0.00521	0.07901	-0.99686	-0.00449	0.00555	-0.00406	0.99998	
1110	11.09000	547.45093	196.63395	288.01035	0.22371	0.32540	-175.64252	0.33815	-0.99709	-0.07600	0.00537	0.07598	-0.99710	-0.00432	0.00568	-0.00390	0.99998	
1111	11.10000	547.37661	197.67550	288.03260	0.22705	0.33124	-175.81047	0.34821	-0.99731	-0.07308	0.00548	0.07305	-0.99732	-0.00437	0.00578	-0.00396	0.99998	
1112	11.11000	547.31505	198.69065	288.04817	0.23485	0.33056	-175.98076	0.36270	-0.99752	-0.07011	0.00547	0.07009	-0.99753	-0.00449	0.00577	-0.00410	0.99997	
1113	11.12000	547.23695	199.70093	288.05133	0.23878	0.33234	-176.16373	0.33962	-0.99774	-0.06693	0.00551	0.06690	-0.99775	-0.00455	0.00580	-0.00417	0.99997	
1114	11.13000	547.19180	200.74021	288.01455	0.23345	0.33722	-176.34221	0.32180	-0.99795	-0.06382	0.00561	0.06380	-0.99795	-0.00444	0.00589	-0.00407	0.99997	
1115	11.14000	547.15674	201.72491	288.06065	0.23571	0.33691	-176.51128	0.33260	-0.99813	-0.06088	0.00562	0.06085	-0.99814	-0.00446	0.00588	-0.00411	0.99997	
1116	11.15000	547.10280	202.76521	288.08181	0.23574	0.34121	-176.68259	0.32210	-0.99831	-0.05789	0.00571	0.05787	-0.99831	-0.00445	0.00596	-0.00411	0.99997	
1117	11.16000	547.04026	203.77020	288.06693	0.24439	0.35188	-176.85342	0.29816	-0.99847	-0.05492	0.00590	0.05489	-0.99848	-0.00460	0.00614	-0.00427	0.99997	
1118	11.17000	546.94384	204.80412	288.04909	0.24479	0.36389	-177.03534	0.22366	-0.99864	-0.05175	0.00612	0.05172	-0.99865	-0.00460	0.00635	-0.00427	0.99997	
1119	11.18000	546.92517	205.79189	288.04132	0.24034	0.37344	-177.20602	0.23210	-0.99879	-0.04877	0.00631	0.04874	-0.99880	-0.00451	0.00652	-0.00419	0.99997	
1120	11.19000	546.89126	206.77085	288.06853	0.23869	0.38267	-177.37209	0.23455	-0.99893	-0.04588	0.00648	0.04585	-0.99894	-0.00447	0.00668	-0.00417	0.99997	
1121	11.20000	546.86313	207.75791	288.07145	0.23921	0.37847	-177.53412	0.23548	-0.99905	-0.04305	0.00642	0.04302	-0.99906	-0.00446	0.00661	-0.00417	0.99997	
1122	11.21000	546.82787	208.75671	288.07048	0.22829	0.38016	-177.69614	0.22266	-0.99917	-0.04023	0.00647	0.04020	-0.99918	-0.00425	0.00664	-0.00398	0.99997	
1123	11.22000	546.80546	209.73505	288.06441	0.22008	0.38558	-177.86163	0.21784	-0.99928	-0.03734	0.00658	0.03731	-0.99930	-0.00409	0.00673	-0.00384	0.99997	
1124	11.23000	546.77406	210.72895	288.05462	0.21360	0.38542	-178.03058	0.22248	-0.99939	-0.03439	0.00659	0.03437	-0.99940	-0.00396	0.00673	-0.00373	0.99997	
1125	11.24000	546.75191	211.76418	288.06108	0.22181	0.38528	-178.19868	0.24421	-0.99948	-0.03146	0.00660	0.03143	-0.99950	-0.00408	0.00672	-0.00387	0.99997	
1126	11.25000	546.70043	212.74925	288.06608	0.21190	0.39835	-178.35721	0.25396	-0.99956	-0.02869	0.00684	0.02867	-0.99958	-0.00390	0.00695	-0.00370	0.99997	
1127	11.26000	546.68632	213.76256	288.07497	0.20518	0.39547	-178.51985	0.26192	-0.99964	-0.02586	0.00681	0.02583	-0.99966	-0.00376	0.00690	-0.00358	0.99997	
1128	11.27000	546.64312	214.82859	288.07412	0.20249	0.39730	-178.69090	0.26219	-0.99971	-0.02287	0.00685	0.02285	-0.99973	-0.00369	0.00693	-0.00353	0.99997	
1129	11.28000	546.64216	215.84734	288.05738	0.20734	0.38905	-178.86139	0.24921	-0.99978	-0.01990	0.00672	0.01987	-0.99980	-0.00375	0.00679	-0.00362	0.99997	
1130	11.29000	546.63771	216.88765	288.06076	0.20365	0.38558	-179.04407	0.19037	-0.99984	-0.01671	0.00667	0.01668	-0.99985	-0.00367	0.00673	-0.00355	0.99997	
1131	11.30000	546.61912	217.93091	288.06826	0.19406	0.38647	-179.21753	0.19132	-0.99988	-0.01368	0.00670	0.01366	-0.99990	-0.00348	0.00675	-0.00339	0.99997	
1132	11.31000	546.58621	218.96155	288.03897	0.19894	0.39328	-179.38853	0.17506	-0.99992	-0.01070	0.00683	0.01067	-0.99994	-0.00355	0.00686	-0.00347	0.99997	
1133	11.32000	546.55481	219.96162	288.07130	0.18933	0.39563	-179.56253	0.17924	-0.99995	-0.00766	0.00688	0.00763	-0.99997	-0.00336	0.00691	-0.00330	0.99997	
