NO_OF_FRAMES	3638
NO_OF_CAMERAS	20
NO_OF_BODIES	1
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2021-01-29, 17:27:17.359	4079.31885170
DATA_INCLUDED	6D
BODY_NAMES	Tiago_Base
BODY_FILTERS	No filter
Frame	Time	Tiago_Base X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
18	0.17000	1220.51033	294.90960	284.86444	0.22813	-0.09829	11.95663	0.33977	0.97830	0.20716	0.00250	-0.20717	0.97830	0.00354	-0.00172	-0.00398	0.99999	
19	0.18000	1220.70396	293.84918	284.87513	0.23048	-0.11056	11.77525	0.34465	0.97895	0.20406	0.00271	-0.20407	0.97895	0.00354	-0.00193	-0.00402	0.99999	
20	0.19000	1220.90347	292.79342	284.88335	0.23173	-0.10662	11.60422	0.36328	0.97956	0.20114	0.00264	-0.20115	0.97955	0.00359	-0.00186	-0.00404	0.99999	
21	0.20000	1221.11373	291.85315	284.79857	0.27376	-0.11719	11.43374	0.21548	0.98015	0.19822	0.00295	-0.19823	0.98015	0.00428	-0.00205	-0.00478	0.99999	
22	0.21000	1221.33830	290.80471	284.79281	0.27352	-0.12977	11.23484	0.23682	0.98083	0.19482	0.00315	-0.19483	0.98083	0.00424	-0.00226	-0.00477	0.99999	
23	0.22000	1221.51663	289.73773	284.78200	0.28086	-0.13471	11.06252	0.24043	0.98142	0.19187	0.00325	-0.19188	0.98141	0.00436	-0.00235	-0.00490	0.99999	
24	0.23000	1221.74577	288.70023	284.77643	0.27840	-0.15226	10.87930	0.25323	0.98202	0.18873	0.00353	-0.18874	0.98202	0.00427	-0.00266	-0.00486	0.99998	
25	0.24000	1221.89841	287.61355	284.76009	0.27798	-0.14461	10.69825	0.22806	0.98262	0.18562	0.00338	-0.18564	0.98261	0.00430	-0.00252	-0.00485	0.99999	
26	0.25000	1222.07389	286.54305	284.76658	0.28045	-0.14320	10.52011	0.22802	0.98319	0.18257	0.00335	-0.18258	0.98318	0.00436	-0.00250	-0.00489	0.99998	
27	0.26000	1222.29160	285.52998	284.74712	0.27717	-0.14274	10.33174	0.21911	0.98378	0.17933	0.00332	-0.17935	0.98378	0.00431	-0.00249	-0.00484	0.99999	
28	0.27000	1222.46272	284.42162	284.80508	0.26160	-0.13239	10.15834	0.15507	0.98432	0.17636	0.00308	-0.17637	0.98432	0.00409	-0.00231	-0.00457	0.99999	
29	0.28000	1222.64637	283.39760	284.79618	0.26082	-0.12193	9.97871	0.14127	0.98487	0.17327	0.00288	-0.17328	0.98486	0.00411	-0.00213	-0.00455	0.99999	
30	0.29000	1222.82298	282.36833	284.75951	0.27302	-0.12625	9.78879	0.21265	0.98544	0.17000	0.00298	-0.17002	0.98543	0.00432	-0.00220	-0.00477	0.99999	
31	0.30000	1223.04456	281.23518	284.86338	0.26036	-0.13520	9.60771	0.21182	0.98597	0.16689	0.00308	-0.16690	0.98597	0.00409	-0.00236	-0.00454	0.99999	
32	0.31000	1223.17796	280.35439	284.74515	0.27314	-0.11502	9.43447	0.19175	0.98647	0.16391	0.00276	-0.16392	0.98646	0.00437	-0.00201	-0.00477	0.99999	
33	0.32000	1223.36477	279.27756	284.78972	0.27110	-0.14222	9.26184	0.23060	0.98696	0.16093	0.00321	-0.16095	0.98695	0.00427	-0.00248	-0.00473	0.99999	
34	0.33000	1223.50513	278.35869	284.71873	0.27268	-0.12459	9.09388	0.17556	0.98743	0.15804	0.00290	-0.15805	0.98742	0.00436	-0.00217	-0.00476	0.99999	
35	0.34000	1223.69889	277.30143	284.76624	0.28470	-0.14521	8.93117	0.25440	0.98787	0.15523	0.00328	-0.15525	0.98787	0.00452	-0.00253	-0.00497	0.99998	
36	0.35000	1223.86135	276.31401	284.80745	0.27804	-0.13637	8.75566	0.25843	0.98834	0.15221	0.00309	-0.15222	0.98834	0.00443	-0.00238	-0.00485	0.99999	
37	0.36000	1224.01118	275.35666	284.76682	0.27850	-0.13338	8.58673	0.24023	0.98879	0.14929	0.00303	-0.14931	0.98878	0.00446	-0.00233	-0.00486	0.99999	
38	0.37000	1224.13596	274.35856	284.76132	0.27533	-0.14117	8.43011	0.23271	0.98919	0.14659	0.00314	-0.14660	0.98919	0.00439	-0.00246	-0.00481	0.99999	
39	0.38000	1224.27419	273.36105	284.77678	0.27350	-0.12939	8.26680	0.24556	0.98961	0.14377	0.00292	-0.14378	0.98960	0.00440	-0.00226	-0.00477	0.99999	
40	0.39000	1224.39320	272.36118	284.77781	0.27929	-0.13190	8.09832	0.26049	0.99003	0.14086	0.00297	-0.14087	0.99002	0.00450	-0.00230	-0.00487	0.99999	
41	0.40000	1224.53885	271.39985	284.77464	0.27627	-0.13517	7.91867	0.24737	0.99046	0.13775	0.00300	-0.13777	0.99045	0.00445	-0.00236	-0.00482	0.99999	
42	0.41000	1224.70494	270.43935	284.75940	0.27256	-0.14181	7.74199	0.22942	0.99088	0.13470	0.00309	-0.13471	0.99088	0.00438	-0.00248	-0.00476	0.99999	
43	0.42000	1224.83502	269.46906	284.73437	0.27725	-0.14172	7.57162	0.22238	0.99128	0.13175	0.00309	-0.13177	0.99127	0.00447	-0.00247	-0.00484	0.99999	
44	0.43000	1224.96487	268.51143	284.75472	0.28662	-0.13880	7.39185	0.21242	0.99169	0.12864	0.00305	-0.12865	0.99168	0.00465	-0.00242	-0.00500	0.99998	
45	0.44000	1225.07942	267.48938	284.75367	0.28890	-0.12927	7.22983	0.22748	0.99205	0.12584	0.00287	-0.12585	0.99204	0.00472	-0.00226	-0.00504	0.99998	
46	0.45000	1225.23070	266.49568	284.73433	0.28453	-0.12267	7.06966	0.20108	0.99239	0.12306	0.00274	-0.12308	0.99239	0.00466	-0.00214	-0.00497	0.99999	
47	0.46000	1225.35275	265.52179	284.71374	0.28137	-0.12926	6.89963	0.20429	0.99276	0.12012	0.00283	-0.12013	0.99275	0.00460	-0.00226	-0.00491	0.99999	
48	0.47000	1225.50558	264.53326	284.74369	0.28678	-0.12203	6.73063	0.20931	0.99311	0.11719	0.00270	-0.11720	0.99310	0.00472	-0.00213	-0.00501	0.99999	
49	0.48000	1225.62368	263.52636	284.74524	0.29439	-0.11741	6.56323	0.22837	0.99344	0.11429	0.00262	-0.11430	0.99343	0.00487	-0.00205	-0.00514	0.99998	
50	0.49000	1225.75144	262.53387	284.75555	0.29355	-0.12694	6.38949	0.21650	0.99379	0.11127	0.00277	-0.11129	0.99378	0.00485	-0.00222	-0.00512	0.99998	
51	0.50000	1225.85860	261.54555	284.73583	0.28887	-0.11412	6.22753	0.20849	0.99410	0.10847	0.00253	-0.10848	0.99409	0.00480	-0.00199	-0.00504	0.99999	
52	0.51000	1225.96734	260.52657	284.73188	0.29100	-0.12089	6.06869	0.23753	0.99439	0.10571	0.00264	-0.10572	0.99438	0.00483	-0.00211	-0.00508	0.99998	
53	0.52000	1226.09407	259.48692	284.77473	0.27496	-0.11483	5.89588	0.19692	0.99471	0.10271	0.00249	-0.10272	0.99470	0.00457	-0.00200	-0.00480	0.99999	
54	0.53000	1226.17564	258.48086	284.75803	0.27859	-0.11623	5.72657	0.18965	0.99501	0.09977	0.00250	-0.09978	0.99500	0.00464	-0.00203	-0.00486	0.99999	
55	0.54000	1226.29664	257.49670	284.74927	0.27499	-0.10613	5.55586	0.17082	0.99530	0.09681	0.00231	-0.09682	0.99529	0.00460	-0.00185	-0.00480	0.99999	
56	0.55000	1226.39418	256.50892	284.75477	0.27263	-0.10192	5.38003	0.16063	0.99559	0.09375	0.00222	-0.09376	0.99558	0.00457	-0.00178	-0.00476	0.99999	
57	0.56000	1226.50478	255.44293	284.85148	0.24696	-0.10512	5.21580	0.15184	0.99586	0.09090	0.00222	-0.09091	0.99585	0.00413	-0.00183	-0.00431	0.99999	
58	0.57000	1226.57563	254.48823	284.79092	0.27866	-0.11553	5.04802	0.20012	0.99612	0.08798	0.00244	-0.08799	0.99611	0.00467	-0.00202	-0.00486	0.99999	
59	0.58000	1226.65809	253.43494	284.85080	0.24792	-0.11087	4.88197	0.16406	0.99637	0.08509	0.00230	-0.08510	0.99636	0.00415	-0.00193	-0.00433	0.99999	
60	0.59000	1226.66865	252.44507	284.74941	0.28145	-0.11704	4.70492	0.16549	0.99663	0.08201	0.00244	-0.08202	0.99662	0.00473	-0.00204	-0.00491	0.99999	
61	0.60000	1226.76948	251.41946	284.83070	0.25152	-0.11985	4.54308	0.14426	0.99686	0.07920	0.00243	-0.07921	0.99685	0.00421	-0.00209	-0.00439	0.99999	
62	0.61000	1226.82002	250.39304	284.85141	0.25292	-0.11857	4.37168	0.16899	0.99709	0.07622	0.00240	-0.07623	0.99708	0.00424	-0.00207	-0.00441	0.99999	
63	0.62000	1226.90265	249.39876	284.85376	0.25850	-0.11806	4.19840	0.14305	0.99731	0.07320	0.00239	-0.07321	0.99731	0.00435	-0.00206	-0.00451	0.99999	
64	0.63000	1226.97016	248.38444	284.83712	0.24605	-0.12557	4.03083	0.13992	0.99752	0.07028	0.00249	-0.07029	0.99752	0.00413	-0.00219	-0.00429	0.99999	
65	0.64000	1226.98772	247.35187	284.82581	0.25229	-0.11839	3.85944	0.15567	0.99773	0.06730	0.00236	-0.06731	0.99772	0.00425	-0.00207	-0.00440	0.99999	
66	0.65000	1227.05769	246.33134	284.82361	0.24943	-0.13313	3.68313	0.14271	0.99793	0.06423	0.00260	-0.06424	0.99793	0.00420	-0.00232	-0.00435	0.99999	
67	0.66000	1227.08247	245.33921	284.78230	0.25880	-0.13491	3.49979	0.13411	0.99813	0.06103	0.00263	-0.06104	0.99813	0.00436	-0.00235	-0.00452	0.99999	
68	0.67000	1227.11525	244.24670	284.78563	0.26392	-0.14196	3.32417	0.15241	0.99831	0.05797	0.00274	-0.05799	0.99831	0.00445	-0.00248	-0.00461	0.99999	
69	0.68000	1227.21500	243.20251	284.79745	0.27065	-0.16021	3.14131	0.13692	0.99849	0.05478	0.00305	-0.05480	0.99849	0.00456	-0.00280	-0.00472	0.99998	
70	0.69000	1227.25299	242.13531	284.78859	0.27636	-0.15575	2.95985	0.15439	0.99866	0.05162	0.00296	-0.05164	0.99866	0.00468	-0.00272	-0.00482	0.99998	
71	0.70000	1227.30237	241.08331	284.78648	0.28387	-0.15602	2.79466	0.16265	0.99881	0.04874	0.00296	-0.04876	0.99880	0.00482	-0.00272	-0.00495	0.99998	
72	0.71000	1227.37339	240.03374	284.78050	0.28255	-0.16598	2.62390	0.14751	0.99895	0.04576	0.00312	-0.04578	0.99894	0.00479	-0.00290	-0.00493	0.99998	
73	0.72000	1227.43217	238.96480	284.74604	0.28551	-0.15504	2.45455	0.15328	0.99908	0.04281	0.00292	-0.04283	0.99907	0.00486	-0.00271	-0.00498	0.99998	
74	0.73000	1227.46426	237.86691	284.75173	0.29433	-0.15159	2.28094	0.14468	0.99920	0.03979	0.00285	-0.03980	0.99920	0.00503	-0.00265	-0.00514	0.99998	
75	0.74000	1227.54191	236.82189	284.76932	0.29802	-0.15191	2.10677	0.12916	0.99932	0.03675	0.00284	-0.03676	0.99931	0.00510	-0.00265	-0.00520	0.99998	
76	0.75000	1227.61686	235.75618	284.74701	0.29465	-0.14221	1.92757	0.13845	0.99943	0.03362	0.00265	-0.03364	0.99942	0.00506	-0.00248	-0.00514	0.99998	
77	0.76000	1227.64306	234.65396	284.74280	0.29149	-0.14300	1.75778	0.13545	0.99953	0.03066	0.00265	-0.03067	0.99952	0.00501	-0.00250	-0.00509	0.99998	
78	0.77000	1227.68205	233.60109	284.72749	0.30195	-0.13136	1.56319	0.12026	0.99963	0.02727	0.00244	-0.02728	0.99961	0.00521	-0.00229	-0.00527	0.99998	
79	0.78000	1227.73858	232.55598	284.72390	0.30131	-0.13496	1.39795	0.14337	0.99970	0.02438	0.00248	-0.02440	0.99969	0.00520	-0.00236	-0.00526	0.99998	
80	0.79000	1227.74363	231.51265	284.69242	0.30492	-0.11310	1.22142	0.14146	0.99977	0.02131	0.00209	-0.02132	0.99976	0.00528	-0.00197	-0.00532	0.99998	
81	0.80000	1227.81096	230.49396	284.69126	0.30004	-0.11909	1.04049	0.13279	0.99983	0.01815	0.00217	-0.01816	0.99982	0.00520	-0.00208	-0.00524	0.99998	
82	0.81000	1227.82815	229.46896	284.71257	0.30214	-0.12882	0.86831	0.14440	0.99988	0.01514	0.00233	-0.01515	0.99987	0.00524	-0.00225	-0.00527	0.99998	
83	0.82000	1227.80691	228.42591	284.72154	0.30106	-0.12722	0.70559	0.13375	0.99992	0.01230	0.00228	-0.01231	0.99991	0.00523	-0.00222	-0.00525	0.99998	
84	0.83000	1227.82675	227.44267	284.71632	0.30114	-0.13087	0.53304	0.11250	0.99995	0.00929	0.00233	-0.00930	0.99994	0.00523	-0.00228	-0.00526	0.99998	
85	0.84000	1227.84061	226.46135	284.70646	0.29891	-0.14207	0.37220	0.12811	0.99998	0.00648	0.00251	-0.00650	0.99997	0.00520	-0.00248	-0.00522	0.99998	
86	0.85000	1227.81708	225.48354	284.70191	0.28864	-0.14594	0.20536	0.13696	0.99999	0.00357	0.00257	-0.00358	0.99998	0.00503	-0.00255	-0.00504	0.99998	
87	0.86000	1227.78459	224.51956	284.72509	0.29388	-0.15230	0.04691	0.12255	1.00000	0.00081	0.00266	-0.00082	0.99999	0.00513	-0.00266	-0.00513	0.99998	
88	0.87000	1227.72570	223.51311	284.73468	0.29358	-0.15802	-0.12403	0.14684	0.99999	-0.00218	0.00275	0.00216	0.99998	0.00513	-0.00276	-0.00512	0.99998	
89	0.88000	1227.70703	222.60292	284.70786	0.28551	-0.17008	-0.28512	0.13538	0.99998	-0.00499	0.00294	0.00498	0.99998	0.00500	-0.00297	-0.00498	0.99998	
90	0.89000	1227.69009	221.63765	284.69842	0.27733	-0.17497	-0.45041	0.13120	0.99996	-0.00788	0.00302	0.00786	0.99996	0.00486	-0.00305	-0.00484	0.99998	
91	0.90000	1227.66196	220.68151	284.69103	0.28054	-0.17585	-0.61588	0.14872	0.99994	-0.01076	0.00302	0.01075	0.99993	0.00493	-0.00307	-0.00490	0.99998	
92	0.91000	1227.64882	219.77807	284.71440	0.28322	-0.17292	-0.77674	0.13405	0.99990	-0.01357	0.00295	0.01356	0.99990	0.00498	-0.00302	-0.00494	0.99998	
93	0.92000	1227.63079	218.80563	284.72903	0.28398	-0.17577	-0.94075	0.13752	0.99986	-0.01643	0.00299	0.01642	0.99985	0.00501	-0.00307	-0.00496	0.99998	
94	0.93000	1227.58894	217.86798	284.71082	0.27128	-0.17045	-1.09759	0.14812	0.99981	-0.01917	0.00288	0.01916	0.99981	0.00479	-0.00297	-0.00473	0.99998	
95	0.94000	1227.62879	216.98964	284.71944	0.27289	-0.17530	-1.28337	0.18319	0.99974	-0.02241	0.00295	0.02240	0.99974	0.00483	-0.00306	-0.00476	0.99998	
96	0.95000	1227.59047	216.07684	284.69311	0.27920	-0.14976	-1.44332	0.16791	0.99968	-0.02520	0.00249	0.02519	0.99967	0.00494	-0.00261	-0.00487	0.99998	
97	0.96000	1227.57592	215.06501	284.74944	0.26376	-0.17075	-1.60091	0.21803	0.99961	-0.02795	0.00285	0.02794	0.99960	0.00468	-0.00298	-0.00460	0.99998	
98	0.97000	1227.54338	214.09719	284.73850	0.26478	-0.17540	-1.76169	0.18965	0.99952	-0.03076	0.00292	0.03074	0.99952	0.00471	-0.00306	-0.00462	0.99998	
99	0.98000	1227.48962	213.17062	284.68789	0.27608	-0.17487	-1.93541	0.22092	0.99942	-0.03379	0.00289	0.03377	0.99942	0.00492	-0.00305	-0.00482	0.99998	
100	0.99000	1227.56198	212.20783	284.70255	0.27473	-0.18958	-2.10211	0.24986	0.99932	-0.03670	0.00313	0.03668	0.99931	0.00491	-0.00331	-0.00479	0.99998	
101	1.00000	1227.50648	211.21372	284.71042	0.27664	-0.18094	-2.26846	0.20477	0.99921	-0.03960	0.00296	0.03958	0.99920	0.00495	-0.00316	-0.00483	0.99998	
102	1.01000	1227.46609	210.23027	284.71021	0.28162	-0.17475	-2.42920	0.19552	0.99910	-0.04240	0.00284	0.04238	0.99909	0.00504	-0.00305	-0.00492	0.99998	
103	1.02000	1227.49162	209.25058	284.67536	0.27506	-0.16739	-2.58840	0.21473	0.99898	-0.04517	0.00270	0.04516	0.99897	0.00493	-0.00292	-0.00480	0.99998	
104	1.03000	1227.44059	208.23106	284.64552	0.26903	-0.15545	-2.75862	0.23111	0.99884	-0.04814	0.00248	0.04813	0.99883	0.00482	-0.00271	-0.00470	0.99999	
105	1.04000	1227.36663	207.26027	284.63581	0.26847	-0.15428	-2.92489	0.20907	0.99869	-0.05104	0.00245	0.05103	0.99869	0.00482	-0.00269	-0.00469	0.99999	
106	1.05000	1227.34131	206.24397	284.64308	0.27434	-0.16266	-3.08596	0.23854	0.99855	-0.05385	0.00258	0.05383	0.99854	0.00493	-0.00284	-0.00479	0.99998	
107	1.06000	1227.27008	205.22508	284.65276	0.27320	-0.16308	-3.25051	0.23257	0.99839	-0.05671	0.00257	0.05670	0.99838	0.00492	-0.00285	-0.00477	0.99998	
108	1.07000	1227.19271	204.20361	284.63911	0.27188	-0.16167	-3.42041	0.24454	0.99821	-0.05967	0.00253	0.05966	0.99821	0.00491	-0.00282	-0.00475	0.99998	
109	1.08000	1227.15370	203.19598	284.62893	0.27383	-0.15115	-3.58992	0.24897	0.99803	-0.06263	0.00233	0.06261	0.99803	0.00494	-0.00264	-0.00478	0.99999	
110	1.09000	1227.08076	202.14330	284.65629	0.27227	-0.15882	-3.76975	0.23467	0.99783	-0.06576	0.00245	0.06575	0.99782	0.00492	-0.00277	-0.00475	0.99998	
111	1.10000	1227.00086	201.03259	284.72524	0.25426	-0.14396	-3.92475	0.21563	0.99765	-0.06846	0.00220	0.06845	0.99764	0.00460	-0.00251	-0.00444	0.99999	
112	1.11000	1226.94546	200.03060	284.69135	0.24733	-0.15118	-4.10015	0.19306	0.99744	-0.07151	0.00232	0.07150	0.99743	0.00449	-0.00264	-0.00432	0.99999	
113	1.12000	1226.82460	198.98102	284.67342	0.24583	-0.14718	-4.28443	0.20025	0.99720	-0.07472	0.00224	0.07471	0.99720	0.00447	-0.00257	-0.00429	0.99999	
114	1.13000	1226.74741	197.95446	284.65046	0.24948	-0.14026	-4.44442	0.18554	0.99699	-0.07750	0.00210	0.07749	0.99698	0.00453	-0.00245	-0.00435	0.99999	
115	1.14000	1226.63255	196.95646	284.65746	0.25650	-0.15464	-4.62387	0.21506	0.99674	-0.08063	0.00233	0.08061	0.99673	0.00468	-0.00270	-0.00448	0.99999	
116	1.15000	1226.52908	195.99982	284.58193	0.27101	-0.16105	-4.81240	0.20695	0.99647	-0.08391	0.00240	0.08389	0.99646	0.00495	-0.00281	-0.00473	0.99998	
117	1.16000	1226.45176	195.00165	284.61541	0.26439	-0.17255	-4.97742	0.22703	0.99622	-0.08678	0.00260	0.08676	0.99622	0.00486	-0.00301	-0.00461	0.99998	
118	1.17000	1226.31334	193.93702	284.58074	0.27264	-0.17285	-5.16396	0.24138	0.99594	-0.09002	0.00258	0.09001	0.99593	0.00501	-0.00302	-0.00476	0.99998	
119	1.18000	1226.24761	192.97182	284.58547	0.27380	-0.17471	-5.32714	0.21389	0.99568	-0.09286	0.00259	0.09284	0.99567	0.00504	-0.00305	-0.00478	0.99998	
120	1.19000	1226.13953	191.94390	284.56136	0.26808	-0.16700	-5.49010	0.21506	0.99541	-0.09569	0.00245	0.09567	0.99540	0.00494	-0.00291	-0.00468	0.99998	
121	1.20000	1225.91212	191.09327	284.58032	0.25629	-0.16987	-5.68706	0.39676	0.99507	-0.09911	0.00251	0.09909	0.99507	0.00474	-0.00296	-0.00447	0.99999	
122	1.21000	1225.82105	190.06357	284.58335	0.25169	-0.17178	-5.86221	0.39150	0.99477	-0.10215	0.00253	0.10214	0.99476	0.00468	-0.00300	-0.00439	0.99999	
123	1.22000	1225.69923	189.02935	284.59271	0.25636	-0.17198	-6.03161	0.38299	0.99446	-0.10509	0.00251	0.10508	0.99445	0.00476	-0.00300	-0.00447	0.99999	
124	1.23000	1225.60369	187.96422	284.59774	0.25490	-0.20268	-6.21776	0.35482	0.99411	-0.10832	0.00303	0.10831	0.99411	0.00481	-0.00354	-0.00445	0.99998	
125	1.24000	1225.55154	186.94103	284.56774	0.25423	-0.19325	-6.38147	0.32849	0.99380	-0.11116	0.00286	0.11115	0.99379	0.00478	-0.00337	-0.00444	0.99998	
126	1.25000	1225.48826	185.92464	284.54987	0.25232	-0.20095	-6.55422	0.30877	0.99346	-0.11416	0.00298	0.11414	0.99345	0.00478	-0.00351	-0.00440	0.99998	
127	1.26000	1225.34539	184.87682	284.54451	0.25412	-0.19244	-6.72510	0.29243	0.99311	-0.11712	0.00282	0.11711	0.99311	0.00480	-0.00336	-0.00444	0.99998	
128	1.27000	1225.23477	183.83855	284.53979	0.25986	-0.17886	-6.89444	0.28054	0.99276	-0.12005	0.00255	0.12004	0.99276	0.00488	-0.00312	-0.00454	0.99998	
129	1.28000	1225.11124	182.79262	284.50480	0.25636	-0.17222	-7.07649	0.24482	0.99238	-0.12321	0.00243	0.12319	0.99237	0.00481	-0.00301	-0.00447	0.99999	
130	1.29000	1225.01298	181.78384	284.53465	0.25165	-0.16665	-7.23335	0.23463	0.99204	-0.12592	0.00233	0.12591	0.99203	0.00472	-0.00291	-0.00439	0.99999	
131	1.30000	1224.88497	180.71428	284.52948	0.25625	-0.18252	-7.39783	0.23582	0.99167	-0.12877	0.00258	0.12876	0.99166	0.00485	-0.00319	-0.00447	0.99998	
132	1.31000	1224.75875	179.68421	284.52915	0.26901	-0.18189	-7.58887	0.22457	0.99124	-0.13208	0.00253	0.13206	0.99123	0.00507	-0.00317	-0.00470	0.99998	
133	1.32000	1224.65462	178.68097	284.49774	0.26243	-0.19120	-7.75426	0.22261	0.99085	-0.13494	0.00269	0.13492	0.99084	0.00499	-0.00334	-0.00458	0.99998	
134	1.33000	1224.47175	177.66079	284.49386	0.25896	-0.17534	-7.92479	0.20560	0.99045	-0.13789	0.00241	0.13787	0.99044	0.00490	-0.00306	-0.00452	0.99999	
135	1.34000	1224.37271	176.61836	284.53284	0.25116	-0.18126	-8.10118	0.22451	0.99002	-0.14093	0.00251	0.14092	0.99001	0.00479	-0.00316	-0.00438	0.99999	
136	1.35000	1224.21788	175.58528	284.53093	0.25607	-0.16885	-8.27350	0.21028	0.98959	-0.14391	0.00227	0.14390	0.98958	0.00485	-0.00295	-0.00447	0.99999	
137	1.36000	1224.06240	174.55788	284.55045	0.24228	-0.17434	-8.43812	0.20492	0.98917	-0.14675	0.00239	0.14674	0.98916	0.00463	-0.00304	-0.00423	0.99999	
138	1.37000	1223.91847	173.60920	284.54221	0.24568	-0.18236	-8.60457	0.19981	0.98874	-0.14963	0.00251	0.14961	0.98873	0.00472	-0.00318	-0.00429	0.99999	
139	1.38000	1223.75014	172.58411	284.53132	0.23467	-0.18564	-8.77383	0.22320	0.98829	-0.15255	0.00258	0.15253	0.98829	0.00454	-0.00324	-0.00410	0.99999	
140	1.39000	1223.57705	171.58646	284.53937	0.23093	-0.18502	-8.94805	0.22268	0.98782	-0.15555	0.00256	0.15554	0.98782	0.00448	-0.00323	-0.00403	0.99999	
141	1.40000	1223.41117	170.58354	284.52925	0.23366	-0.17802	-9.12943	0.23390	0.98733	-0.15868	0.00242	0.15866	0.98732	0.00452	-0.00311	-0.00408	0.99999	
142	1.41000	1223.25428	169.64129	284.52064	0.22182	-0.18972	-9.29077	0.23453	0.98688	-0.16146	0.00264	0.16144	0.98687	0.00436	-0.00331	-0.00387	0.99999	
143	1.42000	1223.01242	168.72419	284.50305	0.21496	-0.18948	-9.46630	0.21016	0.98638	-0.16448	0.00264	0.16447	0.98637	0.00424	-0.00331	-0.00375	0.99999	
144	1.43000	1222.85482	167.70518	284.57218	0.20406	-0.19402	-9.62602	0.17896	0.98591	-0.16723	0.00274	0.16722	0.98591	0.00408	-0.00339	-0.00356	0.99999	
