NO_OF_FRAMES	3915
NO_OF_CAMERAS	20
NO_OF_BODIES	1
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2021-01-29, 17:17:45.381	3507.33998200
DATA_INCLUDED	6D
BODY_NAMES	Tiago_Base
BODY_FILTERS	No filter
Frame	Time	Tiago_Base X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
728	7.27000	555.89371	191.65056	287.61439	0.24076	0.17781	159.88390	0.23773	-0.93899	0.34391	0.00436	-0.34392	-0.93899	-0.00288	0.00310	-0.00420	0.99999	
729	7.28000	555.83748	191.65451	287.61383	0.24981	0.18772	160.05667	0.25327	-0.94003	0.34107	0.00457	-0.34109	-0.94003	-0.00298	0.00328	-0.00436	0.99999	
730	7.29000	555.79050	191.62718	287.60583	0.24921	0.18385	160.23232	0.25748	-0.94107	0.33819	0.00449	-0.33821	-0.94107	-0.00301	0.00321	-0.00435	0.99999	
731	7.30000	555.75155	191.54161	287.61131	0.24726	0.18187	160.41307	0.26508	-0.94213	0.33522	0.00444	-0.33523	-0.94213	-0.00300	0.00317	-0.00432	0.99999	
732	7.31000	555.71619	191.52352	287.62694	0.25161	0.18577	160.58466	0.26546	-0.94313	0.33240	0.00452	-0.33241	-0.94313	-0.00306	0.00324	-0.00439	0.99999	
733	7.32000	555.65665	191.50185	287.62658	0.24609	0.19887	160.75764	0.26511	-0.94413	0.32955	0.00469	-0.32956	-0.94413	-0.00291	0.00347	-0.00430	0.99998	
734	7.33000	555.63798	191.47366	287.62754	0.23857	0.18372	160.92148	0.26671	-0.94507	0.32685	0.00439	-0.32686	-0.94507	-0.00289	0.00321	-0.00416	0.99999	
735	7.34000	555.59077	191.49806	287.60817	0.24931	0.20004	161.09329	0.27886	-0.94604	0.32401	0.00471	-0.32403	-0.94604	-0.00299	0.00349	-0.00435	0.99998	
736	7.35000	555.56102	191.47397	287.58267	0.23219	0.18604	161.26869	0.29208	-0.94703	0.32112	0.00438	-0.32113	-0.94703	-0.00280	0.00325	-0.00405	0.99999	
737	7.36000	555.58716	191.58948	287.56020	0.25443	0.17887	161.47070	0.20292	-0.94816	0.31777	0.00437	-0.31779	-0.94816	-0.00322	0.00312	-0.00444	0.99999	
738	7.37000	555.50612	191.55925	287.55339	0.25168	0.21209	161.65514	0.20064	-0.94917	0.31472	0.00490	-0.31473	-0.94918	-0.00300	0.00370	-0.00439	0.99998	
739	7.38000	555.47832	191.50474	287.52953	0.23946	0.19848	161.82437	0.19174	-0.95010	0.31191	0.00459	-0.31193	-0.95010	-0.00289	0.00346	-0.00418	0.99999	
740	7.39000	555.48843	191.49373	287.49521	0.23826	0.20952	162.00818	0.18387	-0.95109	0.30886	0.00476	-0.30888	-0.95110	-0.00283	0.00366	-0.00416	0.99998	
741	7.40000	555.47676	191.47384	287.52109	0.23365	0.20350	162.19722	0.19103	-0.95211	0.30573	0.00463	-0.30574	-0.95211	-0.00280	0.00355	-0.00408	0.99999	
742	7.41000	555.42256	191.45218	287.53574	0.23296	0.20160	162.38202	0.19844	-0.95309	0.30265	0.00458	-0.30267	-0.95309	-0.00281	0.00352	-0.00407	0.99999	
743	7.42000	555.40024	191.43631	287.54806	0.23271	0.19137	162.56248	0.23365	-0.95404	0.29965	0.00440	-0.29966	-0.95404	-0.00287	0.00334	-0.00406	0.99999	
744	7.43000	555.38981	191.42381	287.50442	0.23354	0.19608	162.73828	0.24523	-0.95495	0.29672	0.00448	-0.29674	-0.95496	-0.00288	0.00342	-0.00408	0.99999	
745	7.44000	555.33390	191.43309	287.52559	0.24337	0.19546	162.93140	0.18631	-0.95595	0.29350	0.00451	-0.29351	-0.95595	-0.00306	0.00341	-0.00425	0.99999	
746	7.45000	555.27631	191.43261	287.55083	0.25136	0.19594	163.11580	0.16454	-0.95689	0.29042	0.00455	-0.29044	-0.95689	-0.00320	0.00342	-0.00439	0.99998	
747	7.46000	555.28123	191.38286	287.54568	0.23932	0.19157	163.28468	0.20689	-0.95774	0.28760	0.00440	-0.28762	-0.95774	-0.00304	0.00334	-0.00418	0.99999	
748	7.47000	555.25582	191.37036	287.53457	0.22871	0.19383	163.45877	0.20362	-0.95861	0.28469	0.00438	-0.28470	-0.95861	-0.00286	0.00338	-0.00399	0.99999	
749	7.48000	555.21066	191.34929	287.49764	0.22320	0.19962	163.61858	0.21766	-0.95940	0.28202	0.00444	-0.28203	-0.95940	-0.00275	0.00348	-0.00390	0.99999	
750	7.49000	555.17805	191.34827	287.48590	0.22009	0.19797	163.79344	0.23716	-0.96026	0.27909	0.00439	-0.27910	-0.96026	-0.00272	0.00346	-0.00384	0.99999	
751	7.50000	555.13152	191.30305	287.49661	0.21952	0.19208	163.95667	0.23716	-0.96105	0.27635	0.00428	-0.27636	-0.96105	-0.00276	0.00335	-0.00383	0.99999	
752	7.51000	555.11675	191.27560	287.52191	0.22122	0.18876	164.12048	0.23416	-0.96183	0.27360	0.00423	-0.27361	-0.96184	-0.00281	0.00329	-0.00386	0.99999	
753	7.52000	555.14564	191.29351	287.56221	0.22706	0.17988	164.28580	0.17816	-0.96262	0.27082	0.00410	-0.27084	-0.96262	-0.00296	0.00314	-0.00396	0.99999	
754	7.53000	555.09701	191.24267	287.52565	0.22334	0.19900	164.43697	0.21199	-0.96333	0.26828	0.00439	-0.26830	-0.96333	-0.00282	0.00347	-0.00390	0.99999	
755	7.54000	555.08304	191.20390	287.52217	0.22431	0.19718	164.59042	0.21420	-0.96405	0.26570	0.00436	-0.26572	-0.96405	-0.00286	0.00344	-0.00391	0.99999	
756	7.55000	555.02601	191.17861	287.53377	0.23386	0.20304	164.75351	0.21707	-0.96480	0.26296	0.00449	-0.26297	-0.96480	-0.00301	0.00354	-0.00408	0.99999	
757	7.56000	555.01031	191.14447	287.54361	0.22990	0.20231	164.91223	0.22334	-0.96552	0.26028	0.00445	-0.26030	-0.96552	-0.00296	0.00353	-0.00401	0.99999	
758	7.57000	554.99824	191.10122	287.54354	0.22845	0.20526	165.06746	0.23807	-0.96622	0.25767	0.00449	-0.25768	-0.96623	-0.00293	0.00358	-0.00399	0.99999	
759	7.58000	554.99998	191.04817	287.55515	0.22412	0.20103	165.22922	0.24091	-0.96695	0.25494	0.00439	-0.25495	-0.96695	-0.00289	0.00351	-0.00391	0.99999	
760	7.59000	554.98492	190.99990	287.56303	0.22731	0.20074	165.38785	0.24353	-0.96765	0.25226	0.00439	-0.25227	-0.96765	-0.00296	0.00350	-0.00397	0.99999	
761	7.60000	554.94502	190.93722	287.56356	0.23166	0.21188	165.53905	0.23058	-0.96831	0.24970	0.00459	-0.24972	-0.96831	-0.00299	0.00370	-0.00404	0.99998	
762	7.61000	554.92161	190.91968	287.53919	0.23621	0.22267	165.69484	0.22692	-0.96899	0.24707	0.00478	-0.24708	-0.96899	-0.00303	0.00389	-0.00412	0.99998	
763	7.62000	554.89875	190.89611	287.52467	0.23572	0.22292	165.84708	0.23614	-0.96964	0.24449	0.00478	-0.24451	-0.96964	-0.00304	0.00389	-0.00411	0.99998	
764	7.63000	554.89867	190.87898	287.56714	0.23145	0.21572	166.00954	0.22482	-0.97033	0.24174	0.00463	-0.24176	-0.97033	-0.00301	0.00376	-0.00404	0.99998	
765	7.64000	554.83360	190.84286	287.57569	0.22802	0.22057	166.17018	0.22828	-0.97100	0.23902	0.00469	-0.23904	-0.97101	-0.00294	0.00385	-0.00398	0.99998	
766	7.65000	554.82751	190.80031	287.57057	0.22902	0.21729	166.32416	0.22203	-0.97164	0.23641	0.00463	-0.23643	-0.97164	-0.00299	0.00379	-0.00400	0.99998	
767	7.66000	554.81154	190.77085	287.57077	0.23116	0.21911	166.47626	0.23673	-0.97227	0.23383	0.00466	-0.23385	-0.97227	-0.00303	0.00382	-0.00403	0.99998	
768	7.67000	554.74551	190.74762	287.57771	0.24077	0.22218	166.63678	0.23549	-0.97292	0.23111	0.00474	-0.23112	-0.97292	-0.00319	0.00388	-0.00420	0.99998	
769	7.68000	554.72008	190.74024	287.58758	0.24125	0.22493	166.80322	0.23569	-0.97358	0.22828	0.00478	-0.22829	-0.97359	-0.00320	0.00393	-0.00421	0.99998	
770	7.69000	554.69821	190.73426	287.59262	0.23949	0.22274	166.98422	0.23207	-0.97430	0.22520	0.00473	-0.22522	-0.97430	-0.00320	0.00389	-0.00418	0.99998	
771	7.70000	554.67591	190.71258	287.60216	0.23483	0.22137	167.16110	0.22955	-0.97499	0.22219	0.00468	-0.22221	-0.97499	-0.00314	0.00386	-0.00410	0.99998	
772	7.71000	554.63727	190.67243	287.61221	0.22933	0.22362	167.33614	0.23413	-0.97567	0.21921	0.00469	-0.21923	-0.97567	-0.00305	0.00390	-0.00400	0.99998	
773	7.72000	554.63212	190.64804	287.61830	0.22759	0.21958	167.50732	0.22977	-0.97632	0.21630	0.00460	-0.21631	-0.97632	-0.00305	0.00383	-0.00397	0.99998	
774	7.73000	554.61865	190.63273	287.59660	0.22295	0.21622	167.68456	0.24525	-0.97698	0.21328	0.00452	-0.21329	-0.97698	-0.00300	0.00377	-0.00389	0.99999	
775	7.74000	554.58410	190.60284	287.59893	0.22960	0.22134	167.87653	0.22979	-0.97769	0.21000	0.00462	-0.21002	-0.97769	-0.00311	0.00386	-0.00401	0.99998	
776	7.75000	554.55863	190.55090	287.62473	0.22835	0.22153	168.06088	0.23178	-0.97836	0.20686	0.00461	-0.20687	-0.97836	-0.00310	0.00387	-0.00399	0.99998	
777	7.76000	554.50408	190.52491	287.64763	0.23091	0.21862	168.24062	0.23470	-0.97900	0.20379	0.00456	-0.20380	-0.97901	-0.00317	0.00382	-0.00403	0.99998	
778	7.77000	554.45573	190.58984	287.71113	0.25376	0.20008	168.43039	0.23146	-0.97968	0.20054	0.00431	-0.20056	-0.97968	-0.00364	0.00349	-0.00443	0.99998	
779	7.78000	554.44341	190.59093	287.68421	0.24992	0.20970	168.61887	0.22663	-0.98033	0.19732	0.00445	-0.19733	-0.98033	-0.00355	0.00366	-0.00436	0.99998	
780	7.79000	554.44194	190.58163	287.69492	0.25242	0.20919	168.80200	0.23060	-0.98096	0.19418	0.00444	-0.19420	-0.98096	-0.00361	0.00365	-0.00441	0.99998	
781	7.80000	554.40083	190.53058	287.71534	0.24770	0.20232	168.98039	0.24955	-0.98156	0.19113	0.00429	-0.19114	-0.98156	-0.00357	0.00353	-0.00432	0.99998	
782	7.81000	554.36732	190.50907	287.71323	0.25415	0.20819	169.16333	0.23521	-0.98216	0.18799	0.00440	-0.18801	-0.98216	-0.00367	0.00363	-0.00444	0.99998	
783	7.82000	554.36230	190.48361	287.70545	0.25074	0.21363	169.34061	0.24425	-0.98274	0.18495	0.00447	-0.18497	-0.98274	-0.00361	0.00373	-0.00438	0.99998	
784	7.83000	554.37585	190.50618	287.68808	0.25031	0.20757	169.51772	0.23492	-0.98330	0.18191	0.00436	-0.18193	-0.98330	-0.00364	0.00362	-0.00437	0.99998	
785	7.84000	554.33755	190.48140	287.69942	0.24531	0.20310	169.69441	0.23502	-0.98386	0.17888	0.00425	-0.17890	-0.98386	-0.00358	0.00354	-0.00428	0.99998	
786	7.85000	554.29822	190.43515	287.71497	0.24134	0.20827	169.87231	0.22571	-0.98441	0.17583	0.00432	-0.17584	-0.98441	-0.00351	0.00364	-0.00421	0.99998	
787	7.86000	554.26198	190.41105	287.70962	0.24579	0.21630	170.04640	0.22890	-0.98494	0.17283	0.00446	-0.17285	-0.98494	-0.00357	0.00378	-0.00429	0.99998	
788	7.87000	554.22743	190.41243	287.69489	0.24964	0.21392	170.21024	0.21803	-0.98543	0.17002	0.00442	-0.17003	-0.98543	-0.00366	0.00373	-0.00436	0.99998	
789	7.88000	554.20346	190.42440	287.70406	0.25890	0.21518	170.38866	0.20356	-0.98596	0.16695	0.00446	-0.16696	-0.98596	-0.00383	0.00376	-0.00452	0.99998	
790	7.89000	554.15628	190.41009	287.72877	0.26337	0.21010	170.56259	0.21145	-0.98646	0.16395	0.00437	-0.16397	-0.98646	-0.00393	0.00367	-0.00460	0.99998	
791	7.90000	554.14736	190.40831	287.72022	0.25919	0.21005	170.73865	0.21723	-0.98696	0.16092	0.00435	-0.16094	-0.98696	-0.00387	0.00367	-0.00452	0.99998	
792	7.91000	554.12882	190.38427	287.74235	0.25154	0.21222	170.91220	0.22072	-0.98744	0.15793	0.00435	-0.15795	-0.98744	-0.00375	0.00370	-0.00439	0.99998	
793	7.92000	554.08567	190.32160	287.73455	0.24228	0.21252	171.07706	0.21770	-0.98789	0.15509	0.00432	-0.15510	-0.98789	-0.00360	0.00371	-0.00423	0.99998	
794	7.93000	554.06522	190.33293	287.74388	0.24149	0.21523	171.24281	0.20384	-0.98834	0.15223	0.00435	-0.15225	-0.98834	-0.00359	0.00376	-0.00421	0.99998	
795	7.94000	554.02688	190.27673	287.73924	0.23894	0.23008	171.41347	0.19372	-0.98878	0.14929	0.00459	-0.14930	-0.98879	-0.00352	0.00402	-0.00417	0.99998	
796	7.95000	553.97587	190.26584	287.73336	0.24314	0.24190	171.58780	0.19954	-0.98923	0.14627	0.00480	-0.14629	-0.98923	-0.00358	0.00422	-0.00424	0.99998	
797	7.96000	553.94042	190.25407	287.73915	0.24867	0.24084	171.75453	0.21871	-0.98965	0.14340	0.00478	-0.14341	-0.98966	-0.00369	0.00420	-0.00434	0.99998	
798	7.97000	553.97277	190.24025	287.75741	0.24960	0.23503	171.92001	0.22389	-0.99006	0.14054	0.00467	-0.14055	-0.99007	-0.00374	0.00410	-0.00436	0.99998	
799	7.98000	553.94868	190.19901	287.76176	0.25075	0.23513	172.08664	0.20882	-0.99047	0.13766	0.00467	-0.13767	-0.99047	-0.00377	0.00410	-0.00438	0.99998	
800	7.99000	553.90330	190.17537	287.74464	0.24560	0.24310	172.24973	0.20247	-0.99086	0.13484	0.00478	-0.13485	-0.99086	-0.00368	0.00424	-0.00429	0.99998	
801	8.00000	553.86983	190.19257	287.69119	0.26675	0.25090	172.42334	0.21960	-0.99126	0.13183	0.00495	-0.13185	-0.99126	-0.00404	0.00438	-0.00466	0.99998	
802	8.01000	553.85367	190.16662	287.68569	0.25717	0.25027	172.60199	0.22287	-0.99167	0.12874	0.00491	-0.12876	-0.99167	-0.00389	0.00437	-0.00449	0.99998	
803	8.02000	553.83961	190.10426	287.74760	0.23886	0.23718	172.76904	0.25146	-0.99204	0.12585	0.00463	-0.12587	-0.99204	-0.00361	0.00414	-0.00417	0.99998	
804	8.03000	553.84814	190.08660	287.75844	0.23248	0.24344	172.94246	0.24724	-0.99241	0.12285	0.00472	-0.12287	-0.99242	-0.00350	0.00425	-0.00406	0.99998	
805	8.04000	553.81376	190.06112	287.76265	0.23013	0.25039	173.11093	0.24604	-0.99277	0.11993	0.00482	-0.11995	-0.99277	-0.00346	0.00437	-0.00402	0.99998	
806	8.05000	553.80582	190.04365	287.72929	0.23246	0.25009	173.28099	0.24988	-0.99312	0.11698	0.00481	-0.11700	-0.99313	-0.00352	0.00436	-0.00406	0.99998	
807	8.06000	553.77626	190.04026	287.72307	0.23766	0.25314	173.45628	0.24591	-0.99348	0.11394	0.00486	-0.11396	-0.99348	-0.00362	0.00442	-0.00415	0.99998	
808	8.07000	553.73372	190.09602	287.67980	0.24766	0.27012	173.64552	0.21717	-0.99385	0.11066	0.00516	-0.11068	-0.99385	-0.00377	0.00471	-0.00432	0.99998	
809	8.08000	553.72726	190.08728	287.68153	0.24151	0.27374	173.81435	0.21679	-0.99417	0.10773	0.00520	-0.10775	-0.99417	-0.00368	0.00478	-0.00422	0.99998	
810	8.09000	553.71823	190.06532	287.69831	0.23495	0.27619	173.97992	0.20497	-0.99447	0.10486	0.00522	-0.10488	-0.99448	-0.00357	0.00482	-0.00410	0.99998	
811	8.10000	553.66995	190.06787	287.71302	0.22934	0.27553	174.15105	0.22175	-0.99478	0.10189	0.00519	-0.10191	-0.99479	-0.00349	0.00481	-0.00400	0.99998	
812	8.11000	553.67378	190.04102	287.72487	0.23318	0.27854	174.32307	0.23337	-0.99508	0.09890	0.00524	-0.09892	-0.99509	-0.00357	0.00486	-0.00407	0.99998	
813	8.12000	553.64312	190.03715	287.70711	0.23965	0.28019	174.50046	0.22656	-0.99539	0.09582	0.00527	-0.09584	-0.99539	-0.00369	0.00489	-0.00418	0.99998	
814	8.13000	553.63536	190.00143	287.69736	0.23520	0.27653	174.66901	0.24248	-0.99566	0.09289	0.00519	-0.09291	-0.99567	-0.00364	0.00483	-0.00410	0.99998	
815	8.14000	553.62322	189.97166	287.70020	0.22794	0.28220	174.83643	0.23064	-0.99593	0.08998	0.00526	-0.09000	-0.99594	-0.00352	0.00493	-0.00398	0.99998	
816	8.15000	553.58127	189.93582	287.70330	0.21871	0.29204	175.01270	0.21543	-0.99620	0.08691	0.00541	-0.08693	-0.99621	-0.00336	0.00510	-0.00382	0.99998	
817	8.16000	553.59671	189.91707	287.69045	0.21420	0.29033	175.18462	0.22338	-0.99646	0.08393	0.00536	-0.08394	-0.99646	-0.00330	0.00507	-0.00374	0.99998	
818	8.17000	553.59232	189.90202	287.71375	0.21793	0.28627	175.34514	0.22586	-0.99669	0.08113	0.00529	-0.08115	-0.99670	-0.00339	0.00500	-0.00380	0.99998	
819	8.18000	553.55919	189.87519	287.70441	0.21857	0.29025	175.50755	0.22980	-0.99691	0.07831	0.00535	-0.07833	-0.99692	-0.00341	0.00507	-0.00381	0.99998	
820	8.19000	553.54715	189.84118	287.69962	0.21516	0.29534	175.66951	0.23843	-0.99713	0.07549	0.00542	-0.07551	-0.99714	-0.00336	0.00515	-0.00376	0.99998	
821	8.20000	553.55500	189.84157	287.69981	0.21015	0.29134	175.83368	0.24290	-0.99734	0.07263	0.00534	-0.07265	-0.99735	-0.00329	0.00508	-0.00367	0.99998	
822	8.21000	553.53986	189.81576	287.69557	0.21138	0.30396	176.00479	0.22671	-0.99756	0.06965	0.00555	-0.06967	-0.99756	-0.00331	0.00531	-0.00369	0.99998	
823	8.22000	553.49993	189.77930	287.71542	0.20872	0.30568	176.17651	0.22007	-0.99776	0.06666	0.00557	-0.06668	-0.99777	-0.00328	0.00534	-0.00364	0.99998	
824	8.23000	553.47796	189.75176	287.73549	0.21132	0.30333	176.33411	0.22437	-0.99794	0.06392	0.00552	-0.06394	-0.99795	-0.00334	0.00529	-0.00369	0.99998	
825	8.24000	553.48129	189.74290	287.73824	0.20557	0.30732	176.48604	0.23225	-0.99811	0.06127	0.00557	-0.06129	-0.99811	-0.00325	0.00536	-0.00359	0.99998	
826	8.25000	553.46726	189.74562	287.73381	0.20883	0.30018	176.64531	0.23297	-0.99827	0.05850	0.00544	-0.05852	-0.99828	-0.00333	0.00524	-0.00364	0.99998	
827	8.26000	553.48071	189.74479	287.73433	0.20279	0.30062	176.80325	0.23789	-0.99843	0.05575	0.00544	-0.05576	-0.99844	-0.00324	0.00525	-0.00354	0.99998	
828	8.27000	553.47568	189.72201	287.74238	0.20266	0.30113	176.95361	0.25287	-0.99857	0.05313	0.00544	-0.05314	-0.99858	-0.00325	0.00526	-0.00354	0.99998	
829	8.28000	553.44995	189.68530	287.74575	0.19817	0.30190	177.10983	0.26450	-0.99871	0.05040	0.00544	-0.05042	-0.99872	-0.00319	0.00527	-0.00346	0.99998	
830	8.29000	553.44535	189.64888	287.73719	0.19277	0.30481	177.27049	0.27801	-0.99885	0.04760	0.00547	-0.04762	-0.99886	-0.00311	0.00532	-0.00336	0.99998	
831	8.30000	553.43430	189.63358	287.75380	0.19051	0.30822	177.43289	0.28410	-0.99898	0.04477	0.00552	-0.04479	-0.99899	-0.00308	0.00538	-0.00332	0.99998	
832	8.31000	553.44100	189.61480	287.76528	0.19657	0.30886	177.59563	0.29112	-0.99911	0.04193	0.00553	-0.04195	-0.99911	-0.00320	0.00539	-0.00343	0.99998	
833	8.32000	553.42750	189.56185	287.77402	0.20348	0.30345	177.74525	0.29520	-0.99921	0.03932	0.00543	-0.03934	-0.99922	-0.00334	0.00530	-0.00355	0.99998	
834	8.33000	553.43788	189.51993	287.76792	0.19930	0.30898	177.90465	0.28099	-0.99932	0.03654	0.00552	-0.03656	-0.99933	-0.00328	0.00539	-0.00348	0.99998	
835	8.34000	553.43514	189.49364	287.75788	0.19433	0.32119	178.07617	0.27555	-0.99942	0.03355	0.00572	-0.03357	-0.99943	-0.00320	0.00561	-0.00339	0.99998	
836	8.35000	553.40953	189.42916	287.76219	0.18785	0.32087	178.25084	0.25171	-0.99952	0.03051	0.00570	-0.03052	-0.99953	-0.00311	0.00560	-0.00328	0.99998	
837	8.36000	553.39018	189.37375	287.76827	0.18842	0.31733	178.42107	0.26498	-0.99961	0.02754	0.00563	-0.02755	-0.99962	-0.00313	0.00554	-0.00329	0.99998	
838	8.37000	553.34466	189.34694	287.78151	0.18821	0.33551	178.59645	0.26294	-0.99968	0.02447	0.00593	-0.02449	-0.99970	-0.00314	0.00586	-0.00328	0.99998	
839	8.38000	553.32927	189.34474	287.76413	0.18644	0.33709	178.77483	0.26966	-0.99975	0.02136	0.00595	-0.02138	-0.99977	-0.00313	0.00588	-0.00325	0.99998	
840	8.39000	553.29709	189.32608	287.75166	0.18560	0.33853	178.94266	0.25992	-0.99981	0.01843	0.00597	-0.01845	-0.99982	-0.00313	0.00591	-0.00324	0.99998	
841	8.40000	553.29471	189.30910	287.76658	0.19062	0.33155	179.11470	0.22860	-0.99986	0.01543	0.00584	-0.01545	-0.99988	-0.00324	0.00579	-0.00333	0.99998	
842	8.41000	553.21678	189.33616	287.75796	0.19187	0.33033	179.30090	0.21402	-0.99991	0.01218	0.00581	-0.01220	-0.99992	-0.00328	0.00577	-0.00335	0.99998	
843	8.42000	553.22467	189.31606	287.75943	0.19122	0.32245	179.46938	0.22933	-0.99994	0.00924	0.00566	-0.00926	-0.99995	-0.00329	0.00563	-0.00334	0.99998	
844	8.43000	553.25264	189.31483	287.73065	0.18623	0.32281	179.64287	0.22676	-0.99996	0.00621	0.00565	-0.00623	-0.99998	-0.00322	0.00563	-0.00325	0.99998	
845	8.44000	553.21733	189.30709	287.74630	0.18956	0.31737	179.81451	0.24399	-0.99998	0.00322	0.00555	-0.00324	-0.99999	-0.00329	0.00554	-0.00331	0.99998	
846	8.45000	553.16808	189.27775	287.74975	0.19276	0.33011	-179.99760	0.21555	-0.99998	-0.00006	0.00576	0.00004	-0.99999	-0.00336	0.00576	-0.00336	0.99998	
847	8.46000	553.14697	189.24013	287.73053	0.19199	0.33300	-179.82155	0.20693	-0.99998	-0.00313	0.00580	0.00311	-0.99999	-0.00337	0.00581	-0.00335	0.99998	
848	8.47000	553.13348	189.19138	287.71498	0.18367	0.33309	-179.64809	0.19871	-0.99996	-0.00616	0.00579	0.00614	-0.99998	-0.00324	0.00581	-0.00321	0.99998	
849	8.48000	553.10330	189.14786	287.72958	0.18507	0.33324	-179.47382	0.20772	-0.99994	-0.00920	0.00579	0.00918	-0.99995	-0.00328	0.00582	-0.00323	0.99998	
850	8.49000	553.09585	189.10248	287.78639	0.18380	0.32967	-179.29866	0.22088	-0.99991	-0.01226	0.00571	0.01224	-0.99992	-0.00328	0.00575	-0.00321	0.99998	
851	8.50000	553.08575	189.05632	287.79627	0.18506	0.32839	-179.13399	0.22547	-0.99987	-0.01513	0.00568	0.01511	-0.99988	-0.00332	0.00573	-0.00323	0.99998	
852	8.51000	553.07210	189.01279	287.79187	0.18665	0.33582	-178.95485	0.21992	-0.99982	-0.01826	0.00580	0.01824	-0.99983	-0.00336	0.00586	-0.00326	0.99998	
853	8.52000	552.96770	188.95529	287.78088	0.18686	0.34826	-178.78091	0.28110	-0.99976	-0.02130	0.00601	0.02128	-0.99977	-0.00339	0.00608	-0.00326	0.99998	
854	8.53000	552.95699	188.92687	287.81412	0.18277	0.34786	-178.60922	0.28861	-0.99969	-0.02429	0.00599	0.02427	-0.99970	-0.00334	0.00607	-0.00319	0.99998	
855	8.54000	552.94251	188.88760	287.83001	0.18999	0.34681	-178.41962	0.29122	-0.99960	-0.02760	0.00596	0.02758	-0.99961	-0.00348	0.00605	-0.00332	0.99998	
856	8.55000	552.95695	188.84277	287.80824	0.18666	0.34510	-178.23732	0.28454	-0.99951	-0.03078	0.00592	0.03076	-0.99952	-0.00344	0.00602	-0.00326	0.99998	
857	8.56000	552.97892	188.81865	287.77052	0.17863	0.36074	-178.06416	0.28066	-0.99941	-0.03380	0.00619	0.03378	-0.99942	-0.00333	0.00630	-0.00312	0.99998	
858	8.57000	552.96637	188.77106	287.78632	0.17051	0.37078	-177.88834	0.28363	-0.99930	-0.03687	0.00636	0.03685	-0.99932	-0.00321	0.00647	-0.00298	0.99997	
859	8.58000	552.93969	188.70570	287.79694	0.17028	0.37630	-177.70488	0.25687	-0.99918	-0.04007	0.00644	0.04005	-0.99919	-0.00323	0.00657	-0.00297	0.99997	
860	8.59000	552.92529	188.67052	287.82352	0.17343	0.37821	-177.52725	0.25430	-0.99905	-0.04316	0.00646	0.04314	-0.99906	-0.00331	0.00660	-0.00303	0.99997	
861	8.60000	552.88895	188.69232	287.81923	0.16677	0.37608	-177.35078	0.25214	-0.99891	-0.04624	0.00642	0.04622	-0.99893	-0.00321	0.00656	-0.00291	0.99997	
862	8.61000	552.89057	188.66176	287.77725	0.17000	0.37683	-177.18657	0.25946	-0.99877	-0.04910	0.00642	0.04908	-0.99879	-0.00329	0.00658	-0.00297	0.99997	
863	8.62000	552.88742	188.66840	287.77152	0.17606	0.37401	-177.00688	0.29600	-0.99861	-0.05224	0.00636	0.05221	-0.99863	-0.00341	0.00653	-0.00307	0.99997	
864	8.63000	552.86914	188.65810	287.75603	0.18256	0.37147	-176.83031	0.27474	-0.99845	-0.05531	0.00630	0.05529	-0.99846	-0.00354	0.00648	-0.00319	0.99997	
865	8.64000	552.83500	188.61172	287.77189	0.17788	0.37270	-176.65891	0.24889	-0.99828	-0.05830	0.00631	0.05828	-0.99829	-0.00348	0.00650	-0.00310	0.99997	
866	8.65000	552.90902	188.48811	287.83547	0.16203	0.34896	-176.47443	0.31905	-0.99809	-0.06151	0.00591	0.06149	-0.99810	-0.00320	0.00609	-0.00283	0.99998	
867	8.66000	552.88614	188.50377	287.83949	0.16594	0.35807	-176.28841	0.32638	-0.99788	-0.06475	0.00605	0.06473	-0.99790	-0.00329	0.00625	-0.00290	0.99998	
868	8.67000	552.90294	188.46241	287.84220	0.16311	0.35512	-176.10909	0.32846	-0.99768	-0.06787	0.00599	0.06786	-0.99769	-0.00326	0.00620	-0.00285	0.99998	
869	8.68000	552.86788	188.44052	287.87505	0.17569	0.35790	-175.94189	0.36125	-0.99747	-0.07079	0.00601	0.07077	-0.99749	-0.00350	0.00625	-0.00307	0.99998	
870	8.69000	552.86680	188.40862	287.86400	0.16279	0.35447	-175.76611	0.37315	-0.99725	-0.07385	0.00596	0.07383	-0.99727	-0.00329	0.00619	-0.00284	0.99998	
871	8.70000	552.89129	188.40627	287.87464	0.16437	0.35309	-175.59821	0.38215	-0.99703	-0.07677	0.00592	0.07675	-0.99704	-0.00333	0.00616	-0.00287	0.99998	
872	8.71000	552.86529	188.37429	287.87430	0.16308	0.35485	-175.42793	0.39342	-0.99680	-0.07973	0.00595	0.07971	-0.99681	-0.00333	0.00619	-0.00285	0.99998	
873	8.72000	552.82994	188.34601	287.87522	0.16568	0.36171	-175.25899	0.38007	-0.99656	-0.08267	0.00605	0.08265	-0.99657	-0.00340	0.00631	-0.00289	0.99998	
874	8.73000	552.83214	188.33798	287.85693	0.16373	0.37380	-175.09912	0.38077	-0.99632	-0.08545	0.00626	0.08543	-0.99634	-0.00340	0.00652	-0.00286	0.99997	
